vType_id,vType_length,vType_vClass,flow_begin,flow_departPos,flow_departSpeed,flow_end,flow_id,flow_number,route_edges
,,,2656.16,last,max,2670.87,2520_807,3,gneE25 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2658.40,last,max,2754.61,2520_478,8,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 gneE1
,,,2659.68,last,max,2688.45,2520_94,2,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2661.60,last,max,2662.60,2520_11,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2662.24,last,max,2663.24,2520_386,1,139051731#16 139051731#19 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 -10147126#9
,,,2663.84,last,max,2743.42,2520_113,18,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,2665.11,last,max,2689.41,2520_374,2,139051731#16 139051731#19 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 gneE5
,,,2666.39,last,max,2667.39,2520_901,1,gneE8 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,2670.55,last,max,2745.02,2520_881,12,gneE43 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,2671.51,last,max,2672.51,2520_748,1,gneE14 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2672.79,last,max,2698.68,2520_479,4,363648686#2 363648686#3 363648686#5 -598977856#0 -10150738
,,,2674.70,last,max,2675.70,2520_10,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,2677.58,last,max,2739.91,2520_740,11,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,2677.90,last,max,2690.68,2520_96,5,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,2679.18,last,max,2739.27,2520_159,27,-32921656#0 683763238#1.51 692513882 692513882.119 692513882.255 692513874#0 692513874#1
,,,2680.46,last,max,2798.72,2520_190,27,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 10150792#1 10150792#2
,,,2680.78,last,max,2764.52,2520_108,8,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2684.61,last,max,2759.73,2520_871,6,gneE43 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2684.93,last,max,2685.93,2520_93,1,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,2685.57,last,max,2748.86,2520_543,7,363648686#3 363648686#5 591388269#1 gneE1
,,,2687.49,last,max,2778.58,2520_217,10,-69221466#3 -69221466#0 -69221466#0.18 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2688.77,last,max,2776.03,2520_439,8,145218802#36 145218802#37 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2689.09,last,max,2759.09,2520_717,7,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2690.37,last,max,2780.50,2520_846,9,gneE30 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2694.52,last,max,2769.63,2520_773,6,gneE16 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2703.79,last,max,2764.84,2520_885,11,gneE6 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,2706.99,last,max,2756.85,2520_667,5,69232295#0 508466788#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2707.31,last,max,2799.68,2520_187,19,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 69221466#0 69221466#1
,,,2709.54,last,max,2799.36,2520_186,20,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 gneE13
,,,2710.82,last,max,2758.77,2520_513,8,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 -591388261#0
,,,2720.09,last,max,2721.37,2520_602,2,683763247#0 683763248 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,2731.60,last,max,2780.18,2520_788,12,gneE18 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2800.00,last,max,2801.00,2800_452,1,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 -591388258#1 -683763247#1
,,,2800.32,last,max,2801.32,2800_426,1,145218802#36 145218802#37 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,2800.63,last,max,2801.63,2800_362,1,10150738 598977856#0 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513874#0 692513874#1
,,,2800.95,last,max,2854.22,2800_431,6,145218802#36 145218802#37 172099960#1 172099960#2
,,,2801.27,last,max,2802.27,2800_886,1,gneE6 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,2801.59,last,max,2802.59,2800_259,1,10131659#1 10131659#5 10131659#5.37 69221466#0 69221466#1
,,,2801.90,last,max,2877.69,2800_161,8,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -10133290#0 -10150790#3
,,,2802.22,last,max,2982.33,2800_670,11,749736413#1 749736413#1.127 -598977856#0 -10150738
,,,2802.54,last,max,2865.01,2800_672,5,749736413#1 749736413#1.127 105826050#1
,,,2802.85,last,max,2803.85,2800_197,1,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,2803.17,last,max,2804.17,2800_718,1,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,2803.49,last,max,2934.77,2800_121,2,-172099960#8 -172099960#1 207412432#3 207412432#4 207412432#4.140 697666080 -10131659#5 10128856#0
,,,2803.81,last,max,2804.81,2800_92,1,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,2804.12,last,max,2873.88,2800_334,4,10147126#4 10137014#1
,,,2804.44,last,max,2805.44,2800_486,1,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 -591388258#1 -683763247#1
,,,2804.76,last,max,3057.17,2800_788,7,gneE18 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2805.07,last,max,2806.07,2800_46,1,-10137014#3 -697666085#15 -697666085#12 697666085#12 697666085#13 gneE31
,,,2805.39,last,max,2806.39,2800_573,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 gneE7
,,,2805.71,last,max,2806.71,2800_841,1,gneE30 697666085#0.242 697666085#9 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 10137507#1
,,,2806.02,last,max,2929.06,2800_674,5,749736413#1 749736413#1.127 591388269#1 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,2806.66,last,max,2812.05,2800_552,2,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 -591388258#1 -683763247#1
,,,2806.98,last,max,2807.98,2800_81,1,-146626846#5 -146626846#0 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -697666081#1 -697666083#6 gneE24
,,,2807.29,last,max,2808.29,2800_12,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,2807.61,last,max,2982.65,2800_364,31,139051731#16 139051731#19 -591388258#1 -683763247#1
,,,2807.93,last,max,2808.93,2800_132,1,-32921656#0 683763238#1.51 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,2808.24,last,max,2809.24,2800_244,1,10124969#4 10124969#6 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 10137507#1
,,,2808.56,last,max,2809.56,2800_258,1,10131659#1 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 gneE19
,,,2808.88,last,max,2931.91,2800_578,3,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 gneE5
,,,2809.20,last,max,2810.20,2800_350,1,10150738 598977856#0 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,2809.51,last,max,2894.50,2800_22,5,-10137014#3 -10147126#9
,,,2809.83,last,max,2810.83,2800_9,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,2810.15,last,max,3079.37,2800_162,21,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -145216628#2 -145216628#1
,,,2810.46,last,max,2894.18,2800_65,3,-10150792#4 -10150792#1 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,2810.78,last,max,2811.78,2800_47,1,-10137014#3 696962877#0 632830122
,,,2811.73,last,max,2829.17,2800_336,4,10150738 598977856#0 10137507#1
,,,2812.68,last,max,2813.68,2800_133,1,-32921656#0 683763238#1.51 692513879#1 683763253#1 683763253#1.209 10137507#1
,,,2813.32,last,max,2814.32,2800_640,1,684464938#1 692513877#1 692513877#1.27 692123191 692513882 692513882.119 692513882.255 -10124969#6 -10124969#5
,,,2813.64,last,max,2885.93,2800_278,3,10133292 10133290#0 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -508466788#1 -69232295#3
,,,2813.95,last,max,2881.18,2800_7,5,-10128856#0 10131659#5 10131659#5.37 69221466#0 69221466#1
,,,2814.27,last,max,2815.27,2800_256,1,10131659#1 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 gneE31
,,,2814.59,last,max,2815.59,2800_804,1,gneE25 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -145218802#37 -145218802#36
,,,2814.90,last,max,2815.90,2800_98,1,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 -10150738
,,,2815.22,last,max,2836.78,2800_430,2,145218802#36 145218802#37 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,2815.54,last,max,2958.87,2800_914,3,gneE8 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2815.86,last,max,2944.60,2800_766,3,gneE16 207412432#4.140 697666080 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,2816.17,last,max,3063.51,2800_217,8,-69221466#3 -69221466#0 -69221466#0.18 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2816.81,last,max,2898.30,2800_520,2,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 gneE5
,,,2817.12,last,max,2818.12,2800_403,1,145216628#1 145216628#2 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,2817.44,last,max,3079.05,2800_186,15,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 gneE13
,,,2817.76,last,max,2957.92,2800_575,18,683763247#0 591388258#0 -139051731#19 -139051731#18
,,,2818.39,last,max,2819.39,2800_248,1,10131659#1 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,2819.34,last,max,2820.34,2800_844,1,gneE30 697666085#0.242 697666085#9 10150792#1 10150792#2
,,,2819.66,last,max,2820.66,2800_829,1,gneE27 -697666085#8.761 -697666082#1 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 -10147126#9
,,,2819.98,last,max,2849.78,2800_447,2,363648686#0 363648686#2 363648686#3 363648686#5 105826050#1
,,,2820.29,last,max,2821.29,2800_713,1,gneE10 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,2820.61,last,max,2821.61,2800_73,1,-10150792#4 -10150792#1 697666085#12 697666085#13 697666085#13.295 697666085#15.103 10137014#1
,,,2820.93,last,max,2876.74,2800_118,4,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,2821.25,last,max,2826.64,2800_791,2,gneE2 591388269#1.160 591388269#1.258 692123188 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,2821.56,last,max,2822.56,2800_160,1,-632830121#1 -696962877#4 -696962877#1.83 -10147126#9
,,,2821.88,last,max,2917.64,2800_192,12,-69221466#3 -69221466#0 -69221466#0.18 -10131659#5 10128856#0
,,,2822.51,last,max,2882.45,2800_897,2,gneE6 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 -10150738
